,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,SOLIDITY,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,Labeled Class
488,385428,2473.9919,859.162,580.8442,0.7368,0.9712,0.652,1.4792,0.7913,0.8154,0.0022,0.0015,0.9834,126.7851,120.9,113.1425,32.6342,29.9828,31.0653,-0.9406,-0.7191,-0.5676,3.4125,3.1133,2.9982,-65123586048,-58334138368,-51239309312,4
489,354782,2409.512,795.9382,578.1101,0.6874,0.966,0.7259,1.3768,0.7679,0.8444,0.0022,0.0016,0.9817,129.8796,117.2839,121.3252,25.4743,22.3457,24.0239,-0.5671,-0.1251,-0.2906,3.3585,3.3088,3.6793,-61159112704,-48717725696,-52684435456,4
490,394814,2429.5791,867.8884,588.9705,0.7345,0.9729,0.7532,1.4736,0.8405,0.8169,0.0022,0.0015,0.9834,128.3423,119.9018,118.2092,30.9776,27.0851,27.6876,-0.6416,-0.3693,-0.5315,3.0499,2.5538,3.0385,-67905892352,-57957273600,-56420200448,4
491,414065,2406.9331,802.006,662.986,0.5627,0.9866,0.7543,1.2097,0.8982,0.9053,0.0019,0.0016,0.9915,121.1842,108.0399,110.2806,31.7183,30.6265,28.4954,-0.3632,0.1473,-0.0214,2.7547,2.6738,3.7012,-63548239872,-50064363520,-51523076096,4
493,423852,2424.627,826.4653,654.4321,0.6107,0.9919,0.7363,1.2629,0.906,0.8889,0.0019,0.0015,0.9978,124.0013,118.2137,117.362,33.1771,31.656,27.1855,-0.2775,-0.2786,-0.1447,2.3757,2.3962,2.8238,-68689510400,-61830262784,-59549659136,4
494,419805,2507.5659,862.3845,623.2335,0.6912,0.9769,0.7616,1.3837,0.839,0.8478,0.0021,0.0015,0.9945,108.2353,102.1628,104.7091,27.4917,25.6938,27.1469,-0.5391,-0.0941,-0.0449,2.8459,2.9515,2.6567,-49958457344,-43925884928,-46610759680,4
495,378359,2342.5061,849.3478,569.2149,0.7422,0.9896,0.6959,1.4921,0.8665,0.8172,0.0022,0.0015,0.9964,136.6293,127.0061,123.6878,39.7681,36.6147,36.6194,-0.3908,-0.2618,-0.1277,2.2888,2.2654,2.6505,-77073580032,-65523011584,-62150873088,4
496,346463,2190.554,786.7602,561.9791,0.6998,0.9917,0.7999,1.4,0.9073,0.8442,0.0023,0.0016,0.9977,126.1896,123.3162,123.8639,35.1911,31.5553,29.0553,-0.3671,-0.286,-0.331,2.291,2.5088,3.2326,-58774712320,-55063687168,-54903828480,4
497,382056,2398.884,836.171,590.8513,0.7076,0.9677,0.7228,1.4152,0.8343,0.8341,0.0022,0.0015,0.9846,136.0555,128.411,114.3941,33.5605,32.1296,30.1077,-0.4362,-0.3183,-0.0065,2.5784,2.3662,2.5465,-74968326144,-66156118016,-51703271424,4
498,360205,2229.2061,774.3602,594.9182,0.6401,0.9871,0.7871,1.3016,0.9109,0.8746,0.0021,0.0017,0.9955,118.7571,107.025,105.7078,26.967,28.769,31.8558,-0.0233,0.3332,0.0514,2.6702,2.8794,2.5905,-51817132032,-42251464704,-42011250688,4
499,360221,2301.4319,799.5422,581.7543,0.686,0.9738,0.7226,1.3744,0.8546,0.847,0.0022,0.0016,0.986,127.936,118.6048,119.7003,34.4084,35.2363,34.9285,-0.2339,-0.1645,-0.2548,2.5389,2.6509,2.847,-62594142208,-53979643904,-54874808320,4
500,392670,2426.929,839.151,608.4485,0.6887,0.9609,0.7423,1.3792,0.8378,0.8426,0.0021,0.0015,0.9792,134.6556,129.4095,114.6424,33.1069,31.1833,33.2838,-0.3806,-0.1896,-0.005,2.6781,2.476,2.4766,-75285880832,-68795383808,-54357098496,4
502,334154,2186.3491,785.2363,545.4142,0.7194,0.985,0.7517,1.4397,0.8785,0.8307,0.0023,0.0016,0.9934,134.2504,123.1219,115.8289,27.3679,25.5278,28.8914,-0.6271,-0.212,0.0374,3.1687,3.3041,3.004,-62192107520,-51499266048,-46089056256,4
503,388051,2365.0149,849.6564,591.2424,0.7182,0.9818,0.7473,1.4371,0.8718,0.8273,0.0022,0.0015,0.9835,127.8356,119.85,119.8515,27.7732,25.1158,30.6998,-0.4633,-0.1144,-0.6118,3.173,3.1216,2.8071,-65295208448,-56424321024,-57904549888,4
504,368211,2236.3711,767.4142,615.9827,0.5964,0.9878,0.7153,1.2458,0.9252,0.8922,0.0021,0.0017,0.9918,117.0795,103.6841,107.7637,35.7943,31.8366,35.1541,-0.351,0.042,-0.3358,2.415,2.5848,2.3785,-53933903872,-41316679680,-45591756800,4
505,352881,2314.887,873.1453,520.1225,0.8032,0.9741,0.6437,1.6787,0.8275,0.7677,0.0025,0.0015,0.9893,109.8787,101.7094,108.2021,31.2567,31.5724,31.0678,-0.0957,0.2553,-0.0153,2.4603,2.7036,2.9259,-44298764288,-38056841216,-42900402176,4
506,351971,2196.5869,783.0325,579.0363,0.6732,0.9885,0.724,1.3523,0.9167,0.8549,0.0022,0.0016,0.9884,136.004,128.2123,110.4139,26.0575,22.3533,22.1595,-0.8261,-0.3605,0.0291,4.0186,3.2726,3.612,-67001696256,-58389516288,-42512510976,4
507,412916,2413.863,833.7471,640.3206,0.6404,0.978,0.7274,1.3021,0.8905,0.8697,0.002,0.0016,0.9848,120.5091,113.9278,112.16,31.2547,30.5683,26.5674,-0.42,-0.1814,-0.0755,2.7274,2.5224,2.9845,-62499528704,-55547613184,-52648181760,4
509,346126,2236.075,796.4923,555.0388,0.7172,0.9866,0.7544,1.435,0.8699,0.8335,0.0023,0.0016,0.9969,125.1143,118.9443,119.0316,27.0234,25.0902,24.4285,-0.6,-0.7119,-0.562,3.2989,3.899,3.6072,-55500582912,-49507815424,-49449693184,4
510,380495,2354.437,805.2894,606.553,0.6578,0.9805,0.7209,1.3276,0.8626,0.8643,0.0021,0.0016,0.9918,119.1249,112.9985,107.6124,26.3998,23.6479,28.2323,-0.6174,-0.3597,-0.1583,3.2664,3.4905,2.5864,-54919233536,-48569585664,-44959510528,4
511,405536,2434.855,883.4255,593.9301,0.7403,0.9785,0.7554,1.4874,0.8596,0.8134,0.0022,0.0015,0.9841,111.5551,103.9368,103.3106,25.7257,25.292,27.7071,-0.2282,0.1005,0.1359,3.0335,3.0148,2.7115,-50904350720,-43872522240,-43966509056,4
512,374069,2316.5759,843.6231,568.7056,0.7386,0.9816,0.7557,1.4834,0.8759,0.8181,0.0023,0.0015,0.9927,102.897,98.7289,96.8177,27.976,26.7053,26.9355,-0.4126,-0.0756,-0.0483,2.7844,3.0623,3.2534,-40262025216,-36726005760,-35349901312,4
513,409026,2374.2561,841.9844,627.4827,0.6668,0.9882,0.7947,1.3418,0.9118,0.8571,0.0021,0.0015,0.9857,97.4433,90.1143,88.3081,32.6809,30.1548,30.0882,-0.2248,0.0481,0.2742,2.0913,2.2687,2.7666,-40839790592,-34352586752,-33018814464,4
515,395127,2354.0039,829.4393,613.8098,0.6726,0.9819,0.7501,1.3513,0.896,0.8551,0.0021,0.0016,0.9882,101.2501,95.7184,95.422,26.4136,23.6659,23.4506,-0.299,0.1418,0.0505,2.8375,2.9273,3.0323,-40756084736,-35707604992,-35427557376,4
516,368512,2294.5259,786.4102,602.9735,0.642,0.9862,0.764,1.3042,0.8796,0.871,0.0021,0.0016,0.9895,105.4737,102.9592,100.1519,27.0194,25.7008,23.0594,-0.1302,-0.0222,-0.3056,2.3468,2.5179,3.524,-41495523328,-39186759680,-36432887808,4
517,410233,2402.864,834.9078,633.4919,0.6514,0.9866,0.7771,1.3179,0.8929,0.8656,0.002,0.0015,0.9876,105.0153,99.1475,96.1266,28.645,26.3051,26.5175,-0.1288,0.145,-0.278,2.5458,2.8975,3.0089,-46236626944,-40532140032,-38086250496,4
518,385907,2330.0549,824.371,600.6796,0.6849,0.9881,0.7334,1.3724,0.8932,0.8503,0.0021,0.0016,0.9923,102.8908,101.6067,99.3887,30.0426,27.5697,27.7962,-0.1983,-0.1411,-0.0075,2.1361,2.2385,2.3273,-42107854848,-40396414976,-38690463744,4
520,379703,2327.3159,808.626,603.513,0.6656,0.9815,0.7885,1.3399,0.8809,0.8599,0.0021,0.0016,0.9906,131.111,124.9817,114.8364,28.194,25.0868,29.4282,-0.8154,-0.6143,-0.4954,3.4431,3.624,3.1232,-67456614400,-60271841280,-51568693248,4
521,377612,2362.448,829.2473,589.1064,0.7038,0.9792,0.7306,1.4076,0.8502,0.8362,0.0022,0.0016,0.9842,115.5387,114.8062,105.7888,33.1639,29.3221,28.3614,-0.7209,-0.5373,-0.4353,2.623,2.4562,2.7099,-52998672384,-51229249536,-43105873920,4
523,398448,2435.2981,873.0358,590.1165,0.737,0.9832,0.7687,1.4794,0.8443,0.8158,0.0022,0.0015,0.9847,104.7725,97.4607,104.4335,23.7705,22.3049,21.2678,0.1437,0.4635,0.1727,2.9252,3.4359,3.3426,-43461677056,-37082669056,-42618171392,4
524,365350,2262.248,826.7336,569.2995,0.7251,0.9837,0.7291,1.4522,0.8971,0.825,0.0023,0.0016,0.9884,114.1093,107.0581,103.9512,31.3886,31.4528,28.3388,0.3835,0.5576,0.3931,2.8704,2.785,2.5256,-49574408192,-43628183552,-40285360128,4
525,353219,2326.47,821.9995,558.0138,0.7343,0.9693,0.734,1.4731,0.8201,0.8158,0.0023,0.0016,0.9805,95.431,86.6528,92.1477,28.1791,26.5416,26.7829,0.1017,0.343,0.011,2.3753,2.7692,2.8254,-32721104896,-26642286592,-30175909888,4
527,350929,2255.021,783.9074,580.9299,0.6714,0.9662,0.7024,1.3494,0.8672,0.8527,0.0022,0.0017,0.9812,124.3883,115.6067,101.2984,35.38,35.007,29.297,-0.4605,-0.4117,-0.1315,2.4433,2.4852,2.7339,-57879240704,-49878020096,-36924170240,4
528,349240,2243.5029,775.2019,584.65,0.6567,0.9857,0.7335,1.3259,0.8719,0.8602,0.0022,0.0017,0.9811,121.8926,115.0184,110.6417,28.4961,23.9828,24.7343,-0.4816,-0.0338,-0.1209,3.2457,3.0491,2.8808,-53389807616,-46350569472,-42883973120,4
529,389395,2408.4829,892.5831,560.5852,0.7782,0.9766,0.7306,1.5922,0.8436,0.7889,0.0023,0.0014,0.9909,95.4429,85.8251,96.994,31.123,29.7253,31.748,0.3169,0.5835,0.0804,2.4368,2.8099,2.4583,-36919967744,-29665712128,-38274920448,4
530,442588,2718.394,849.6819,672.2542,0.6116,0.9619,0.7262,1.2639,0.7526,0.8835,0.0019,0.0015,0.9866,121.9841,115.2461,104.9366,34.1437,32.2064,29.3009,-0.3099,-0.2202,-0.1548,2.3121,2.1757,2.5185,-69733081088,-61512171520,-50010415104,4
531,417895,2456.103,855.4005,632.3137,0.6735,0.9839,0.7096,1.3528,0.8705,0.8527,0.002,0.0015,0.9837,109.5455,101.0095,101.2826,37.8818,37.034,33.5776,-0.2384,-0.0275,-0.1157,2.0634,1.9944,2.3341,-54473314304,-46334857216,-45323497472,4
532,419639,2478.1851,915.9321,587.1704,0.7675,0.9822,0.738,1.5599,0.8587,0.798,0.0022,0.0014,0.9935,124.5248,112.1843,115.5894,36.2515,34.1824,35.8179,-0.0068,0.1479,0.032,2.0288,2.0135,2.0971,-69745524736,-55956504576,-59978866688,4
534,343845,2197.675,774.8041,569.8189,0.6776,0.9863,0.7628,1.3597,0.8946,0.854,0.0023,0.0017,0.9916,127.1054,120.8836,105.9268,28.99,25.7801,24.8324,-0.5289,-0.4169,-0.0049,2.8345,3.4683,2.955,-57464659968,-51040329728,-38586171392,4
536,419881,2440.189,843.5652,645.4122,0.6439,0.9893,0.7533,1.307,0.8861,0.8668,0.002,0.0015,0.9819,122.7984,113.6313,113.4257,30.7302,28.2552,27.1093,-0.5508,-0.2181,-0.1357,2.7553,2.2804,2.8602,-65871720448,-55478341632,-54945038336,4
537,376183,2327.835,823.8969,589.002,0.6992,0.9747,0.6888,1.3988,0.8724,0.84,0.0022,0.0016,0.987,111.2794,104.3901,102.098,35.5092,33.9639,35.2855,0.0359,0.1521,0.1096,2.3523,2.4116,2.4219,-49777164288,-43440209920,-42006290432,4
538,436352,2633.251,863.0063,650.1967,0.6576,0.9783,0.6637,1.3273,0.7908,0.8637,0.002,0.0015,0.9901,122.6854,115.3275,114.9891,28.6296,26.4758,29.4703,-0.3569,-0.3781,-0.4793,2.8158,3.4898,3.7444,-67661279232,-58902982656,-59436294144,4
541,345078,2204.9231,787.3609,566.3853,0.6947,0.989,0.7212,1.3902,0.8919,0.8419,0.0023,0.0016,0.9852,150.6413,142.0146,129.5965,30.9912,24.5756,22.2103,-0.7721,-0.6076,-0.2783,3.1271,3.2754,3.3924,-82815852544,-71656267776,-58543722496,4
547,420809,2512.29,828.7861,656.6302,0.6102,0.9794,0.7261,1.2622,0.8378,0.8832,0.002,0.0016,0.9845,112.3368,106.3244,118.4099,34.987,34.1456,31.5575,0.0825,0.1207,-0.0519,2.2236,2.3783,2.7094,-56546074624,-50443755520,-61577105408,4
549,425374,2466.8701,847.059,647.6719,0.6445,0.9838,0.6929,1.3079,0.8784,0.8688,0.002,0.0015,0.9872,125.6486,118.7531,111.8648,35.5847,31.2845,28.7069,-0.1656,0.0109,-0.1241,2.4343,2.3534,2.9322,-71706370048,-62528274432,-54559666176,4
550,391106,2369.116,856.8085,587.2197,0.7282,0.9842,0.7417,1.4591,0.8757,0.8236,0.0022,0.0015,0.9897,138.4532,129.5245,123.9373,26.3694,25.8349,31.291,-0.5493,0.0368,-0.1435,3.7226,2.6472,2.7503,-77401997312,-67146764288,-62729711616,4
551,344013,2195.156,823.1342,534.9045,0.7601,0.9897,0.7637,1.5388,0.8971,0.804,0.0024,0.0016,0.9948,125.3261,120.6369,112.7426,35.7123,33.4763,35.1014,-0.4606,-0.26,0.0348,2.5289,2.4608,2.4054,-57705418752,-52809707520,-46585835520,4
553,345938,2256.375,828.0157,536.2778,0.7619,0.9843,0.7086,1.544,0.8539,0.8015,0.0024,0.0016,0.9919,137.0499,131.3585,112.4705,31.4497,27.6385,23.1905,-0.6399,-0.387,0.2946,3.2694,3.3178,3.5133,-68289781760,-61583650816,-43651293184,4
554,403486,2348.0891,834.4036,620.4424,0.6687,0.9901,0.7733,1.3449,0.9196,0.859,0.0021,0.0015,0.9923,122.0993,115.4862,118.4487,32.0799,30.8382,28.1881,-0.2591,-0.3108,-0.3806,2.3185,2.5139,2.8643,-63008903168,-55874469888,-58049933312,4
555,445394,2482.9741,880.809,647.2557,0.6782,0.9897,0.7901,1.3608,0.9078,0.855,0.002,0.0015,0.9947,122.3809,115.193,112.3489,38.0114,35.9918,35.7982,-0.4208,-0.1767,-0.3684,2.1858,2.0894,2.2953,-72167956480,-63271403520,-60120936448,4
556,410745,2438.5959,904.5048,583.305,0.7643,0.9883,0.7545,1.5507,0.868,0.7995,0.0022,0.0014,0.9912,118.5443,110.6287,112.6407,32.7334,29.8345,23.6651,0.0067,0.0856,0.118,2.1774,2.2856,2.7778,-60638269440,-51849232384,-52103147520,4
557,473650,2597.4441,891.0983,685.71,0.6386,0.9874,0.7258,1.2995,0.8822,0.8715,0.0019,0.0014,0.987,117.446,108.651,105.71,31.4529,30.2794,29.9612,-0.0993,-0.008,0.0542,2.3526,2.4756,2.5931,-68125470720,-57787338752,-54565449728,4
559,420057,2443.8411,836.4046,648.322,0.6318,0.9789,0.7308,1.2901,0.8838,0.8744,0.002,0.0015,0.9863,121.773,114.8307,116.2795,33.3962,30.0201,26.2146,0.1329,0.2168,0.1551,2.7421,2.8528,2.8692,-65723957248,-57276116992,-57635381248,4
560,397581,2408.3799,833.4241,612.3292,0.6784,0.983,0.6804,1.3611,0.8614,0.8537,0.0021,0.0015,0.9919,115.8567,110.1543,109.7102,31.9289,30.897,32.0321,-0.3766,-0.4192,-0.3326,3.1439,3.5046,3.2678,-55742730240,-50021027840,-49968328704,4
563,413120,2426.52,824.3616,645.8687,0.6214,0.9823,0.7068,1.2764,0.8817,0.8798,0.002,0.0016,0.9879,110.7055,107.2043,108.6719,30.0942,29.0602,27.7497,-0.4104,-0.3535,-0.5322,2.3684,2.6735,3.3282,-52266352640,-48664031232,-49641111552,4
565,443091,2540.2661,900.9417,635.8699,0.7084,0.9861,0.7589,1.4169,0.8629,0.8337,0.002,0.0014,0.9848,114.7191,105.5779,116.3741,29.8857,26.0738,24.3475,-0.0186,0.1353,-0.2567,2.5272,2.4772,2.8298,-60237352960,-49736089600,-60360450048,4
567,438566,2547.54,911.9298,620.2306,0.7331,0.978,0.7127,1.4703,0.8492,0.8194,0.0021,0.0014,0.9873,120.2157,110.5306,102.8015,34.4508,33.5189,33.9379,-0.2411,-0.1312,0.157,2.2719,2.2856,2.5972,-67214991360,-56505384960,-49134088192,4
568,306838,2083.2939,735.817,538.9604,0.6808,0.9843,0.7458,1.3653,0.8884,0.8495,0.0024,0.0018,0.9851,134.2505,131.7923,121.3381,33.1487,30.3231,29.0294,-0.5665,-0.4627,-0.646,2.7502,2.8511,3.2766,-58464866304,-55601831936,-46576140288,4
570,404061,2413.9541,881.0171,591.0157,0.7416,0.9876,0.723,1.4907,0.8714,0.8141,0.0022,0.0015,0.988,129.108,124.0204,119.4545,33.1082,30.9179,34.2202,-0.8484,-0.7919,-0.4484,3.1085,3.3606,2.4688,-71025336320,-64732696576,-61039804416,4
571,363000,2213.5681,758.2262,614.7969,0.5853,0.9899,0.757,1.2333,0.931,0.8966,0.0021,0.0017,0.9915,113.116,109.7912,106.7992,25.5897,23.8326,22.6492,-0.4213,-0.2354,-0.2696,2.6258,3.026,3.2979,-46863405056,-43662589952,-40965390336,4
573,409795,2455.8789,846.9769,626.7124,0.6727,0.9774,0.6941,1.3515,0.8538,0.8528,0.0021,0.0015,0.983,120.9444,114.1704,102.7819,34.4276,28.9673,27.6458,-0.68,-0.4372,-0.0515,2.626,2.6896,2.5632,-63523319808,-54866644992,-43938672640,4
574,415137,2366.7019,817.0651,652.5554,0.6018,0.992,0.7405,1.2521,0.9314,0.8898,0.002,0.0016,0.9914,116.3587,107.3296,110.1983,27.7825,25.1812,25.1203,-0.2543,0.0423,-0.0153,2.6178,2.6351,2.6754,-57459290112,-47969484800,-50653962240,4
575,412809,2519.761,907.7038,591.211,0.7588,0.982,0.7434,1.5353,0.817,0.7987,0.0022,0.0014,0.9794,129.0684,124.9933,121.8432,28.8491,25.6203,24.6587,-0.6129,-0.2255,-0.0111,2.9264,2.6572,2.892,-71176396800,-65696948224,-62025519104,4
577,421712,2499.386,881.3112,620.4713,0.7102,0.9828,0.7142,1.4204,0.8483,0.8314,0.0021,0.0015,0.9819,123.9446,115.7042,112.9794,29.7635,28.0453,26.2185,-0.3192,-0.1333,-0.2077,2.6012,2.8749,2.9461,-67143573504,-57775230976,-54485942272,4
578,306429,2104.136,748.6997,527.6392,0.7095,0.9861,0.7806,1.419,0.8697,0.8343,0.0024,0.0017,0.9876,96.7041,92.2837,95.5605,33.5305,33.3805,33.9096,0.3986,0.509,0.348,2.6728,2.8391,2.6262,-30399217664,-27753824256,-29799354368,4
579,485302,2644.2271,935.4223,666.793,0.7013,0.9841,0.8093,1.4029,0.8722,0.8403,0.0019,0.0014,0.9907,122.7899,113.9506,107.9263,33.2616,29.37,24.6643,-0.4038,-0.3943,0.0622,2.166,2.3405,2.713,-77117865984,-64867557376,-56572960768,4
580,407286,2448.384,870.6734,604.8426,0.7193,0.9837,0.7085,1.4395,0.8538,0.8271,0.0021,0.0015,0.9847,123.3578,120.113,115.2039,34.487,31.3523,33.523,-0.6933,-0.5613,-0.5768,2.625,2.6536,2.6693,-65719709696,-61254365184,-56962736128,4
581,365333,2322.74,856.04,548.2668,0.768,0.984,0.8102,1.5614,0.8509,0.7967,0.0023,0.0015,0.9911,105.6174,100.934,103.8524,32.4403,30.7611,29.8642,0.0078,0.1917,-0.0614,2.4098,2.5715,2.8861,-42701881344,-38576549888,-40574312448,4
582,322070,2190.1379,794.1199,526.4727,0.7487,0.9845,0.6503,1.5084,0.8438,0.8064,0.0025,0.0016,0.9808,130.9935,129.5361,120.0612,25.6893,22.5257,23.4502,-0.5593,-0.2278,-0.625,3.5792,3.397,4.1168,-56575057920,-54644236288,-46664286208,4
583,391145,2403.439,886.7218,564.2692,0.7714,0.9809,0.7272,1.5715,0.8509,0.7959,0.0023,0.0014,0.9953,109.6811,104.3761,104.6099,30.832,29.1685,27.7674,-0.3441,-0.1213,-0.1928,2.4252,2.4542,2.7544,-48780025856,-43685666816,-43498262528,4
584,393597,2314.4861,786.859,640.9199,0.5801,0.9898,0.7909,1.2277,0.9233,0.8997,0.002,0.0016,0.9937,107.6152,103.0395,92.5151,39.5686,35.8738,32.9066,-0.0018,0.0409,-0.0033,1.905,1.869,2.0937,-50237911040,-44940599296,-35621457920,4
589,313775,2112.8359,761.2759,531.9149,0.7154,0.9873,0.8042,1.4312,0.8833,0.8303,0.0024,0.0017,0.9866,118.8632,108.8675,99.5359,31.411,31.0022,29.7888,-0.2955,-0.0943,-0.1273,2.5493,2.2818,2.4692,-46223400960,-38602596352,-31981877248,4
590,375249,2361.915,845.2822,571.5057,0.7368,0.9784,0.7984,1.479,0.8453,0.8177,0.0023,0.0015,0.989,113.848,107.2064,102.5237,38.818,36.7569,32.586,-0.0159,0.1129,-0.1199,2.3143,2.421,2.3457,-53079388160,-46572593152,-41382772736,4
591,410371,2472.636,905.2772,583.0439,0.765,0.9844,0.6911,1.5527,0.8435,0.7985,0.0022,0.0014,0.9899,109.5143,104.5553,109.3033,25.7795,25.3876,25.9748,-0.2114,0.1566,-0.0396,2.893,2.7311,2.9092,-49588367360,-44971524096,-49449148416,4
593,421946,2481.4951,897.4323,606.2374,0.7373,0.9809,0.7421,1.4803,0.8611,0.8167,0.0021,0.0014,0.9875,101.2914,93.7279,98.0696,26.9077,27.1202,27.3144,0.1906,0.4111,0.1575,2.7471,3.058,2.7536,-43722305536,-37422112768,-41048211456,4
594,378125,2338.3799,826.2022,592.3029,0.6972,0.9764,0.7932,1.3949,0.869,0.8398,0.0022,0.0016,0.9838,113.7454,107.6915,100.8056,30.6577,29.9427,27.3472,-0.1028,-0.0029,-0.0682,2.464,2.4238,2.6558,-50731708416,-45218377728,-38896005120,4
597,448634,2522.3091,906.9396,631.2845,0.718,0.9904,0.7965,1.4367,0.8861,0.8333,0.002,0.0014,0.9977,114.5721,107.1855,104.649,23.3506,22.0386,27.2754,-0.444,0.3161,0.5768,3.527,3.937,3.622,-58874834944,-50882011136,-49825583104,4
598,369382,2397.4419,819.9177,583.7723,0.7022,0.9777,0.7086,1.4045,0.8076,0.8364,0.0022,0.0016,0.9826,120.7056,114.3796,102.3582,33.4997,28.2852,28.313,-0.5727,-0.3376,-0.1203,2.5379,2.8408,2.6517,-56750907392,-49469497344,-39437504512,4
599,430797,2525.6411,933.526,595.9404,0.7697,0.9752,0.7585,1.5665,0.8487,0.7934,0.0022,0.0014,0.9859,106.7308,99.8722,106.5488,28.2529,25.0448,33.2645,-0.4976,0.2048,0.0353,2.5367,2.9489,2.1663,-50039312384,-42865414144,-51532402688,4
601,350033,2232.9929,801.6467,558.6144,0.7172,0.9872,0.7811,1.4351,0.8822,0.8328,0.0023,0.0016,0.9952,111.6953,110.7413,105.5995,29.8909,29.2181,33.2054,0.2266,0.374,0.482,2.9258,2.9342,2.7258,-45076750336,-44132519936,-41153667072,4
602,362994,2338.2161,834.395,563.8201,0.7372,0.9701,0.7485,1.4799,0.8343,0.8148,0.0023,0.0016,0.9824,111.6669,106.9902,98.2804,30.8491,29.6871,28.0891,-0.5081,-0.1699,0.1027,2.8208,2.5208,2.7611,-46934614016,-42761355264,-35653304320,4
604,388951,2422.0439,781.0228,640.3862,0.5725,0.9782,0.7187,1.2196,0.8332,0.901,0.002,0.0016,0.9901,120.317,120.3221,111.1785,24.6938,21.8016,22.8771,-0.7212,-0.2824,-0.2005,3.2728,3.0089,3.6516,-56895959040,-56263233536,-47816683520,4
607,346537,2315.5601,910.2367,486.0287,0.8455,0.9851,0.6474,1.8728,0.8122,0.7298,0.0026,0.0014,0.9973,52.8539,59.0432,74.9159,22.1789,21.5187,20.4873,1.2794,1.4635,0.3763,6.0069,7.094,3.4491,-9585511424,-11683753984,-18485772288,5
613,310636,2172.677,799.2029,499.2812,0.7808,0.9778,0.7144,1.6007,0.8269,0.7869,0.0026,0.0016,0.9912,43.8584,49.4347,64.1167,16.4393,19.5599,19.6374,1.0565,2.4231,0.3997,7.1514,13.9665,4.491,-5417550336,-7256268288,-11985079296,5
614,390161,2501.55,961.1851,518.9106,0.8418,0.9819,0.6189,1.8523,0.7835,0.7333,0.0025,0.0013,0.996,65.669,60.0333,75.2862,21.9695,20.4559,20.0695,0.0862,1.6781,0.3607,2.979,8.7927,3.1978,-16216041472,-13387341824,-20946847744,5
617,296641,2042.588,760.566,498.9828,0.7547,0.9866,0.7493,1.5242,0.8935,0.808,0.0026,0.0017,0.9952,47.3027,54.7855,70.0336,15.7786,19.0082,18.6123,0.9931,2.4788,0.7297,6.5989,13.6256,4.8479,-5920520704,-8351776256,-13553997824,5
619,316348,2251.885,888.2238,461.0983,0.8547,0.9827,0.614,1.9263,0.7839,0.7145,0.0028,0.0015,0.9835,46.0515,49.4092,60.4665,20.8067,22.2212,20.9183,1.5,2.2245,0.6077,7.1419,10.78,3.6425,-6639056384,-7781384704,-11051146240,5
620,307075,2120.0061,757.7748,517.7811,0.7301,0.9861,0.7108,1.4635,0.8586,0.8252,0.0025,0.0017,0.9965,44.1403,53.2524,64.1334,18.1975,20.3986,19.8575,1.0291,2.1089,0.6466,5.8204,11.3433,4.5862,-5624521216,-8368526336,-11890652160,5
622,319486,2155.209,811.8257,503.8588,0.7841,0.9873,0.6774,1.6112,0.8643,0.7856,0.0025,0.0016,0.9945,63.6229,55.578,62.599,25.8722,20.8633,21.0361,0.0101,1.5425,0.3069,1.9543,8.4926,3.0217,-13147740160,-9499850752,-11954546688,5
627,343837,2401.0491,932.5298,474.1729,0.8611,0.9685,0.8021,1.9666,0.7495,0.7095,0.0027,0.0014,0.9901,56.5183,65.708,81.4493,20.3704,21.9034,19.6815,0.9527,1.7932,0.0097,6.6299,9.3426,3.3793,-10459079680,-14348042240,-21640226816,5
629,304269,2135.521,799.3446,485.4948,0.7944,0.9914,0.6788,1.6465,0.8384,0.7787,0.0026,0.0016,0.9983,47.635,59.1219,68.9566,20.517,23.3752,22.7324,0.8304,1.7837,0.5837,4.4193,8.2433,3.5398,-6725733888,-10587577344,-14064463872,5
630,344693,2275.437,859.6257,513.2087,0.8022,0.9834,0.7568,1.675,0.8366,0.7707,0.0025,0.0015,0.9948,60.0411,60.7612,70.5142,20.9597,23.0358,21.3536,0.918,1.6986,0.533,5.5589,8.2337,3.6791,-11891206144,-12558572544,-16406525952,5
631,329844,2263.136,830.3763,511.5652,0.7877,0.9747,0.675,1.6232,0.8093,0.7804,0.0025,0.0016,0.9887,63.0183,60.9726,69.0749,29.3464,25.7847,23.6979,1.2982,1.6105,0.5289,6.0715,6.8099,3.5194,-14132529152,-12610872320,-15466329088,5
632,379392,2423.8159,923.5928,526.172,0.8219,0.98,0.7523,1.7553,0.8115,0.7525,0.0024,0.0014,0.994,59.0066,65.2204,79.5346,24.5348,24.9825,23.8254,1.267,1.4786,0.3794,6.9256,6.5075,3.4621,-13369960448,-16235952128,-23542093824,5
